qseqid,sample,pair_status,abundance,f_targets,r_targets,f_target_id,r_target_id,expected_sources,read_best_source_id,read_pident,read_length,mismatch,evalue,read_bitscore,qlen,matches_expected,read_coverage,classification
M03520:605:000000000-LVNKY:1:1114:14418:27901,as20-2,matched_pair,1,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,RH.0BD19D1A26A74EBZ0Z,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,A00405_539_HLLNCDSX3_4_2576_29315_15749_1_293_+_81ef8281ba5891ff7b36aceec603003c,99.083,109,1,8.83e-53,196,151,TRUE,0.721854304635762,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:15295:21560,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1114:20811:24588,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:21279:5288,as3-3,chimera,1,RH.FDEF34A308684D6Z0Z,RH.C597F0BA65D4481Z0Z,RH.FDEF34A308684D6Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0; A00405_539_HLLNCDSX3_4_1178_12373_36385_1_292_-_8b8f21f75f2bd01a9ad02d01e5ec2145,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,100,36,0,7.22e-14,67.6,151,TRUE,0.23841059602649,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:24351:11553,sd30-2,matched_pair,1,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,RH.2AFFFBA0E81C482Z0Z,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484,98.261,115,2,1.9e-54,202,151,TRUE,0.76158940397351,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:25619:11384,sd30-1,matched_pair,1,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,RH.E04EE94198274F7Z0Z,A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,A00405_539_HLLNCDSX3_4_2307_13196_28291_1_273_+_08c022a9cdf0c7266ffcd5bb231ae69a,97.351,151,4,3.99e-71,257,151,FALSE,1,Matches a DIFFERENT target -- LEGITIMATE promiscuity signal (high identity + coverage)
M03520:605:000000000-LVNKY:1:1114:27267:16066,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1114:28048:19972,sd7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:1114:6966:25723,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:1114:8121:15940,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2101:10141:14552,sd10-1,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,94.828,116,3,3.2e-47,178,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:11377:17805,as20-1,matched_pair,2,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,94.915,118,6,1.91e-49,185,151,TRUE,0.781456953642384,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:15567:4731,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:19300:2596,as10-3,matched_pair,2,RH.25F43EF2A0F1421Z0Z,RH.25F43EF2A0F1421Z0Z,RH.25F43EF2A0F1421Z0Z,RH.25F43EF2A0F1421Z0Z,A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,A00405_539_HLLNCDSX3_4_2536_7952_30984_1_279_+_0477fcf26c74fdea1d47fdaf9816091b,99.333,150,1,1.43e-75,272,151,TRUE,0.993377483443709,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:19414:3189,sd3-1,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,94.828,116,6,2.47e-48,182,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:21082:3300,sd25-2,matched_pair,1,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,99.338,151,1,3.96e-76,274,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:2388:18658,as25-1,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b; A00405_539_HLLNCDSX3_4_2568_31955_35697_1_276_+_c92a035b3a55ad1b2109b6fea5d56592,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2101:25557:22399,as7-2,matched_pair,1,RH.CA1E204B0C0842DZ0Z,RH.CA1E204B0C0842DZ0Z,RH.CA1E204B0C0842DZ0Z,RH.CA1E204B0C0842DZ0Z,A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36,99.167,120,1,6.77e-59,217,151,TRUE,0.794701986754967,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:26725:12116,as3-3,matched_pair,1,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,RH.0C6EF86AB29A422Z0Z,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe,93.22,118,8,4.14e-46,174,151,TRUE,0.781456953642384,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:27428:14090,as3-3,matched_pair,1,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:9109:10024,sd25-3,matched_pair,1,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2101:9313:19006,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2102:11679:26350,as25-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2102:11970:23643,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:14356:3531,as15-1,matched_pair,1,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,RH.6408CE975B5340AZ0Z,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f,98.649,148,1,3.09e-72,261,151,TRUE,0.980132450331126,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:15584:12208,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2102:17196:7463,as30-3,matched_pair,1,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,RH.8B25A056ABC1444Z0Z,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,A00405_539_HLLNCDSX3_4_2316_28330_6527_1_279_+_d0519282208358367ba6d805c3abc895,99.32,147,1,6.63e-74,267,151,TRUE,0.973509933774834,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:17382:14724,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:17978:12947,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:19744:13393,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:20058:6159,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2102:20356:16468,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:3605:22277,sd15-2,matched_pair,1,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,RH.0096A141894D447Z0Z,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b,99.338,151,1,3.96e-76,274,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2102:7879:5773,sd15-2,matched_pair,1,RH.69CEA0AC39F4445Z0Z,RH.69CEA0AC39F4445Z0Z,RH.69CEA0AC39F4445Z0Z,RH.69CEA0AC39F4445Z0Z,A00405_539_HLLNCDSX3_4_1402_30318_9439_1_266_-_252b574501f4a55884860c129baf3fba,A00405_539_HLLNCDSX3_4_1402_30318_9439_1_266_-_252b574501f4a55884860c129baf3fba,98.473,131,2,2.42e-63,231,151,TRUE,0.867549668874172,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2103:14083:19229,as15-3,matched_pair,2,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,98.361,122,2,2.44e-58,215,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2103:15793:26434,sd15-2,matched_pair,1,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,RH.2FAAAF0B6CBD407Z0Z,A00405_539_HLLNCDSX3_4_2457_26865_7560_1_239_-_cd41f267425258d99b916bd8a3f65d63,A00405_539_HLLNCDSX3_4_2457_26865_7560_1_239_-_cd41f267425258d99b916bd8a3f65d63,98.462,130,2,8.7e-63,230,151,TRUE,0.860927152317881,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2103:2725:10632,as10-3,matched_pair,3,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,95.69,116,5,5.31e-50,187,151,TRUE,0.768211920529801,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2103:6554:14176,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2103:9652:9247,as15-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2104:10056:17691,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2104:11536:16364,as7-3,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z,A00405_539_HLLNCDSX3_4_1104_22073_24408_1_293_+_4914a7ba4a2d99ed42b81efb3a62da2b; A00405_539_HLLNCDSX3_4_2568_31955_35697_1_276_+_c92a035b3a55ad1b2109b6fea5d56592,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2104:13785:4643,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:15521:27199,sd20-2,matched_pair,2,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,RH.B9EF730EBE6C436Z0Z,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7,99.329,149,1,5.13e-75,270,151,TRUE,0.986754966887417,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:17944:5156,as25-3,chimera,1,RH.AB03371A973C4B1Z0Z,RH.DDB83AFF97C94C6Z0Z,RH.AB03371A973C4B1Z0Z,RH.DDB83AFF97C94C6Z0Z,A00405_539_HLLNCDSX3_4_2338_24804_12132_1_267_-_0fbcd3da4cdce3429a6d4ec16dbf96b3; A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139,96.512,86,3,1.17e-36,143,151,TRUE,0.56953642384106,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:17945:23355,as7-1,chimera,1,RH.DFDFC4BAE42E446Z0Z,RH.A12CDF2B5C80436Z0Z,RH.DFDFC4BAE42E446Z0Z,RH.A12CDF2B5C80436Z0Z,A00405_539_HLLNCDSX3_4_2563_32868_30138_1_275_-_c7a2dc8142d6cf6abfecf63974bbc06d; A00405_539_HLLNCDSX3_4_1566_3206_3286_31_285_-_9240c17fdc3d48b79bff20ccd689a43e,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2104:20234:14991,as20-3,matched_pair,1,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,99.18,122,1,5.24e-60,220,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:20605:15661,as15-1,matched_pair,1,RH.44DCEC943BED412Z0Z,RH.44DCEC943BED412Z0Z,RH.44DCEC943BED412Z0Z,RH.44DCEC943BED412Z0Z,A00405_539_HLLNCDSX3_4_1144_21875_1705_1_289_-_2e38050b7207e66297542401e31b9aa3,A00405_539_HLLNCDSX3_4_1144_21875_1705_1_289_-_2e38050b7207e66297542401e31b9aa3,99.265,136,1,8.64e-68,246,151,TRUE,0.900662251655629,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:21832:7005,as15-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z,A00405_539_HLLNCDSX3_4_2273_12391_14716_1_280_+_dc9ad065389b151656592223aedc10ba,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2104:7422:8006,sd10-2,matched_pair,1,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,RH.2A8AD21024974C0Z0Z,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,A00405_539_HLLNCDSX3_4_1334_11930_16266_1_258_+_048a394d3695a8abb0c425f7d9b7201d,97.541,122,3,1.13e-56,209,151,TRUE,0.80794701986755,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2104:9766:8017,sd30-2,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z,A00405_539_HLLNCDSX3_4_2461_3947_20603_1_294_+_8fe128bc725ad345d4357d5a9d24cdb7; A00405_539_HLLNCDSX3_4_2563_32868_30138_1_275_-_c7a2dc8142d6cf6abfecf63974bbc06d,,,,,,,,FALSE,,No whole-read match to any target
M03520:605:000000000-LVNKY:1:2105:12016:3645,as15-3,matched_pair,1,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,RH.27578A9A85FA4A3Z0Z,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,A00405_539_HLLNCDSX3_4_2413_23728_18349_1_294_+_5c8cf276bfb8a016a1079c51251bc7d6,98.675,151,2,1.84e-74,268,151,TRUE,1,Matches own primer's target (expected)
M03520:605:000000000-LVNKY:1:2105:14824:14523,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z,A00405_539_HLLNCDSX3_4_2362_27326_33004_1_286_-_08920e28984ffda7ff0f37d186246d68; A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,A00405_539_HLLNCDSX3_4_1253_5231_9204_1_291_+_5232c331b3893acf7a55118f4673f3d0,95.455,44,2,5.58e-15,71.3,151,TRUE,0.291390728476821,Matches own primer's target (expected)
